2.970327267,8.27907338,8.795788771,1
8.53276582,0.043996606,8.532879247,1
1.297002568,5.534519443,5.684463134,1
2.639676859,2.783360697,3.836012342,1
5.507879453,8.509444832,10.1364386,1
6.934178124,1.78859856,7.16113895,1
6.003853162,8.28045967,10.22801374,1
3.362374571,7.155868912,7.906454492,1
4.338522447,1.129755709,4.483204767,1
8.621936582,4.994879931,9.964266955,1
5.600547338,3.296007933,6.498445874,1
1.453225759,8.597924859,8.719872533,1
4.565390351,4.324780858,6.288602271,1
6.015053441,8.962635834,10.79396632,1
0.719630429,4.60800221,4.66385595,1
9.599070239,9.372937548,13.41618827,1
9.937107295,0.728746741,9.963793113,1
2.43153023,4.552349559,5.161029526,1
9.661101766,9.417982048,13.49204481,1
6.3959198,4.609814501,7.884045904,1
2.832651607,6.960024792,7.514376903,1
5.813442559,2.965519966,6.526133852,1
4.806159595,4.132123741,6.338266062,1
7.708486805,0.169186486,7.71034324,1
8.942490338,9.46614284,13.02213476,1
7.691452844,6.447626965,10.03645058,1
2.346686736,3.25543827,4.013080732,1
5.118760174,9.504128403,10.79491373,1
4.581139492,7.042746785,8.401614209,1
4.070132348,8.933627557,9.817111523,1
4.87311526,7.926460948,9.304624414,1
8.587052816,8.619293606,12.16674559,1
8.898779806,8.645145409,12.40672484,1
0.475542715,7.115886348,7.131758507,1
2.440457907,2.371913831,3.403205844,1
9.372808541,8.144375841,12.41693995,1
2.312588772,3.902153504,4.535952909,1
9.672542757,7.995879147,12.54958831,1
2.02459786,4.4838606,4.919756333,1
9.924469055,8.979984041,13.38413985,1
4.071020047,2.275421615,4.663769693,1
6.862411247,7.101438986,9.875379679,1
0.037354662,6.027628136,6.027743883,1
8.001121447,4.334883686,9.0999539,1
3.803800241,5.225011111,6.462943399,1
8.069230584,3.006669402,8.611187091,1
8.39608306,9.550819752,12.71661782,1
8.468520707,2.348934312,8.788249847,1
4.278475035,5.538449814,6.998555206,1
5.823859401,8.343700281,10.1751989,1
9.204942079,7.1302804,11.64353285,1
2.103993425,5.999042185,6.357302531,1
2.356516652,4.089244294,4.719649312,1
2.227400105,8.048431022,8.35096121,1
6.315894013,9.613224299,11.50237361,1
5.482954014,7.111821268,8.980021518,1
1.864129849,1.613065798,2.465149359,1
3.547165799,9.614305578,10.24779278,1
6.086534212,4.378636886,7.497890349,1
9.497470054,4.388650289,10.46241792,1
2.277286057,6.033413676,6.448884584,1
1.017818322,1.909826695,2.164114632,1
9.705125512,9.093309368,13.29953896,1
1.69088779,0.946435611,1.937741439,1
3.68792576,5.364299869,6.509724226,1
5.599371031,2.266164689,6.040567716,1
6.45768376,0.745634176,6.500588425,1
1.190047514,7.30155172,7.397896363,1
1.690233601,8.860978182,9.020744092,1
3.057581402,7.501374297,8.100581484,1
4.404759831,4.671548827,6.420691366,1
2.640150094,8.820575265,9.207222194,1
5.045319007,7.223173436,8.810759239,1
3.07851322,1.824501865,3.578554275,1
6.315725194,1.358709182,6.460222548,1
9.135027032,1.020926889,9.191899183,1
1.110694624,4.723357387,4.852189975,1
5.465155032,4.412277727,7.023967131,1
9.51647634,7.035036561,11.8344861,1
6.652261514,7.046167314,9.69025578,1
1.95893381,8.461482616,8.685281212,1
4.291217057,8.453685611,9.480471731,1
6.08595875,7.589024925,9.727907957,1
5.012667365,8.111569766,9.535428579,1
5.10848845,5.972324389,7.859091096,1
6.969051036,2.437279099,7.382953457,1
9.949930023,8.134120001,12.8516542,1
8.432081296,1.498706614,8.56423473,1
1.90178679,9.33240903,9.524213947,1
5.061940895,3.026495556,5.897704721,1
3.480758596,0.113510955,3.482608956,1
8.699914893,2.636578436,9.090658117,1
1.894255943,9.144175203,9.338316,1
1.113368661,8.562455588,8.634537363,1
6.533645342,7.299028472,9.796138938,1
4.201210178,0.973539258,4.312533553,1
8.081344406,4.881955903,9.441484038,1
1.647316836,5.278312957,5.529397837,1
9.523669619,1.191204478,9.597877428,1
6.055937121,5.358050722,8.08598058,1
3.780343463,0.268345126,3.789855644,1
9.254127284,6.733826895,11.44479342,1
7.93382399,7.385235258,10.83915416,1
9.098708865,0.141099709,9.099802862,1
9.503078517,3.251340815,10.04388961,1
5.877179974,0.326151324,5.886222824,1
3.934715349,1.914875149,4.375926383,1
6.469800803,9.197774948,11.24532732,1
1.34103307,0.055603236,1.342185313,1
1.406726169,0.55669453,1.51287386,1
2.596196258,5.767515421,6.324908627,1
5.419666889,5.230323121,7.531870229,1
5.438774874,9.993773165,11.37786334,1
3.497915334,5.233707459,6.29500639,1
9.534527464,3.597309755,10.1905766,1
3.943190529,4.222962601,5.777730063,1
1.274020062,1.037526665,1.643042513,1
3.091778168,3.929380934,4.999912675,1
0.862258535,6.843764271,6.897869177,1
9.032979083,1.13418904,9.103905529,1
2.697705607,1.127191563,2.923726451,1
4.174727397,8.541244455,9.506903054,1
1.503275702,7.04521701,7.203812918,1
7.368003403,7.21943431,10.31541109,1
5.322502348,4.100551087,6.718895032,1
0.083081196,3.342393707,3.343426113,1
1.357598722,4.877899565,5.063297192,1
2.766014675,6.102231021,6.699855268,1
8.566985109,4.906696708,9.87263422,1
7.194233925,4.915827166,8.713343704,1
8.083844239,5.620794493,9.845906175,1
2.672296488,2.42703023,3.609936877,1
6.340017143,8.860777506,10.89537495,1
8.718822112,1.387824047,8.828585085,1
1.058978918,5.371217086,5.474614994,1
3.545785485,6.415121422,7.329827935,1
3.103238325,5.891247613,6.658594937,1
0.937662126,4.962006504,5.049823641,1
8.450291322,8.988196809,12.33673803,1
9.689939516,7.935431947,12.52461608,1
6.320818462,0.110973446,6.321792557,1
7.910256639,6.780743694,10.41876409,1
2.003264533,8.428314607,8.663114677,1
0.328204177,9.887977556,9.893422974,1
6.476564644,8.271994306,10.50579742,1
6.024860257,4.040874941,7.254489052,1
9.181737883,6.303335702,11.13716084,1
6.451565637,8.838525026,10.942679,1
6.993959071,6.826011632,9.77291657,1
9.02345556,3.662685735,9.738481249,1
8.182606472,3.54206789,8.916349792,1
3.243815687,3.682789398,4.907675413,1
9.632961558,7.582512236,12.25921858,1
6.136922907,7.923289706,10.02199294,1
6.631375198,6.620505889,9.370498132,1
2.67543155,9.536292442,9.904484213,1
7.172861711,9.905515692,12.22984817,1
0.725392209,3.548957219,3.622332287,1
3.928285699,5.547729807,6.797700681,1
4.268899789,1.255199384,4.449610197,1
0.057427858,2.847817063,2.848396037,1
5.11182125,0.996149944,5.20797765,1
4.877188492,6.062886033,7.781102405,1
2.84293469,1.670807241,3.297555836,1
7.883208045,5.069921456,9.372783612,1
8.073975058,1.022992964,8.138524918,1
0.86542943,0.972075037,1.301498358,1
7.242569859,1.148273602,7.333031462,1
7.050411871,4.03533683,8.123561466,1
6.954068766,9.443054958,11.72733385,1
6.96777927,9.11949498,11.47672151,1
5.713791663,1.163923135,5.83113473,1
3.552542823,1.918334965,4.037396382,1
2.884645421,0.916600673,3.026769895,1
9.444387229,2.852206969,9.865674571,1
9.720466754,4.724275124,10.80769399,1
0.271606247,9.636904744,9.640731456,1
4.388656803,6.158391469,7.56214877,1
9.72734348,6.422440212,11.65628369,1
2.665609424,3.841080789,4.675401077,1
3.314439232,7.914363379,8.58036451,1
3.103352615,4.929826244,5.82528834,1
4.390267167,7.600868819,8.777679226,1
1.05324981,8.028604097,8.09739581,1
8.371957042,6.490661158,10.59331615,1
3.96919436,2.729101591,4.816897275,1
2.244263679,9.522481948,9.783372727,1
5.748345791,7.29582937,9.288304772,1
4.950288998,2.928534282,5.751667081,1
1.44793577,7.93273455,8.063795349,1
5.670813132,3.399445458,6.611682917,1
4.214461347,1.359174575,4.428209567,1
0.221946974,6.436022858,6.439848654,1
3.214603066,5.53639371,6.401978458,1
7.112967452,1.397580045,7.248967923,1
7.602875157,5.959374963,9.660117008,1
4.570095177,5.79538152,7.38052958,1
5.430361002,6.540473212,8.500977029,1
3.943595931,1.89855293,4.376808437,1
1.225704287,7.799872197,7.895591003,1
7.445790954,0.95975238,7.507391528,1
